ukprn,provider_name,provider_type,provider_group,inspection_number,inspection_type,inspection_date,inspection_length_in_days
10034517,Right Track Social Enterprise Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10034940,Just IT Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10036106,The Training Brokers Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10036202,FLT Training (Liverpool) Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10036227,Absolute Care Training & Education Ltd,Independent learning provider,Independent learning providers (including employer providers),10196185,Full Inspection,2021.08.04,2
10036516,Quest Training South East Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10036794,SCCU Ltd,Independent learning provider,Independent learning providers (including employer providers),10109525,Full Inspection,2019.11.12,3
10037126,Blue Apple Training Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10027644,Lorraine Michaels,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10037289,Workpays Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10038368,Train 4 Limited,Independent learning provider,Independent learning providers (including employer providers),10196141,Full Inspection,2021.06.21,2
10038387,Nova Payroll Management Services Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10038823,The World Of Work Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10038939,The Football League (Community) Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10040368,JM Excellence in Training,Independent learning provider,Independent learning providers (including employer providers),10109513,Full Inspection,2019.09.17,3
10041149,Xtol Development Services Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10023787,Mercury Training Services Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10041319,Shreeji Training Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10041486,Northwest Education And Training Limited,Independent learning provider,Independent learning providers (including employer providers),10109523,Full Inspection,2019.09.24,3
10042119,Aim 2 Learn Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10042819,Vocational Skills Solutions Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043112,Canal Engineering Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043208,SCL Education & Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043333,Antrec Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043389,Excellence-Solutions Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043482,TVS Education Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043661,Optimum Skills Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043793,Apprentice Team Ltd,Independent learning provider,Independent learning providers (including employer providers),10123132,Full Inspection,2020.03.10,3
10043980,Real Skills Training Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10044197,Personal Track Safety Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10045119,VSS Training And Development Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10045231,Netcom Training Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10045305,Total Training Company (Uk) Limited,Independent learning provider,Independent learning providers (including employer providers),10109533,Full Inspection,2019.10.29,3
10045306,Strive Training (London) Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10045505,Innovative Alliance Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10046705,Genesis Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10046979,The Portland Training Company Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10048284,Edlounge Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10048326,IC Training Centre Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10049461,Talented Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10052437,The Education and Skills Partnership Ltd,Independent learning provider,Independent learning providers (including employer providers),10080515,Full Inspection,2019.08.13,3
10052815,Training Skills UK Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10052892,"Culture, Learning And Libraries (Midlands)",Independent learning provider,Independent learning providers (including employer providers),10196206,Full Inspection,2021.07.13,2
10054216,MBKB Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10054692,Altamira Art & Design Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10056694,Uniper Technologies Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10032256,Oasis Care And Training Agency (Octa),Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10035469,Sigma UK Group Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10047111,The Apprenticeship College Ltd,Independent learning provider,Independent learning providers (including employer providers),10123124,Full Inspection,2020.01.08,2
10031971,LDN Apprenticeships Ltd,Independent learning provider,Independent learning providers (including employer providers),10167050,Full Inspection,2021.07.06,2
10032896,Knights Training Academy Limited,Independent learning provider,Independent learning providers (including employer providers),10192198,Full Inspection,2021.08.17,2
10034368,Greater Manchester Mental Health NHS Foundation Trust,Employer provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10034387,Norse Commercial Services Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10034416,CSR Scientific Training Limited,Independent learning provider,Independent learning providers (including employer providers),10124546,Full Inspection,2020.02.25,3
10034887,Deere Apprenticeships Ltd,Independent learning provider,Independent learning providers (including employer providers),10123145,Full Inspection,2020.01.28,3
10035380,Proactive in Partnership Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10010912,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Employer provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10037276,Rove Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10011088,South Tees Hospitals NHS Foundation Trust,Employer provider,Independent learning providers (including employer providers),10192202,Full Inspection,2021.06.30,2
